x,y,label
0.40994486831928567,4.176135333271695,0
2.1935698172528273,2.048184167952821,0
5.639947622816605,1.4794859447025384,2
6.149163451815542,5.742891326677605,1
1.8123302932998824,1.0856237617355013,0
2.8456977809751325,0.943634709532579,0
6.498279945877999,1.6102996929882432,2
1.5501699766072219,2.24123787386689,0
1.9074813740894077,0.7140134123510178,0
5.83350219971418,5.281268262921314,1
2.3005584146765377,1.5469618163177825,0
0.6200657339895737,1.846111228175102,0
5.134761597108484,1.3201245044281666,2
5.993621886946706,2.057252989775514,2
5.886096411982965,1.3088073842561472,2
1.616660609723768,1.2202546638181428,0
2.0734086212284017,1.788274533409635,0
1.576191836986369,1.322565025545276,0
2.069637654590537,2.0104015135023254,0
6.448627621094587,5.551855167842424,1
5.041697685928921,1.6632124153437897,2
6.162770908693778,3.816554286243517,2
2.518150830480554,1.7258283867785844,0
6.0282108415773825,3.6603206389163514,2
6.470653765187661,7.500936671372709,1
7.851726853338807,6.077596771994174,1
4.8959188334280865,1.6923555646161397,2
5.620043751071235,4.8415325268021405,1
6.054014785128087,2.601109698697431,2
5.528508194444631,4.943813434383486,1
1.6919341756669468,2.2771585675975805,0
6.090813876200999,5.328222526255379,1
5.228061231535916,0.6979660496934699,2
6.5357380390640305,1.3624837956236187,2
4.368614257791919,0.6707839501848321,2
2.7804361016978874,2.5252428869070638,0
6.412028213766928,7.02213191663074,1
7.7064266997250135,5.392693870757041,1
3.4069861279447418,5.912991881234514,1
0.5895678757098128,2.237587738586549,0
6.285612388772038,6.943552096577029,1
5.519826498272964,6.146673604590681,1
5.2480961709381155,1.837563691165606,2
1.9892022202096529,1.150157029019116,0
5.800771168354897,0.23109175279369176,2
5.575599081911578,0.5033664631793153,2
5.401210770754757,2.604312980660605,2
5.6479644106424125,6.078140878839065,1
8.46310464676419,0.8171310033761268,2
7.0949052460258795,0.5560943194683847,2
2.7450240952929588,1.4285188655789058,0
0.9374511608812555,2.650813773895736,0
5.394919403772557,2.1454930040467963,2
5.445672323791476,5.624659478316236,1
6.412038149044839,6.43767790493603,1
7.697724957610107,6.686127698561616,1
4.862197032321861,2.198576469040269,2
3.1725190151372433,2.6328255576344377,0
6.355055542516983,6.258174848270472,1
7.315974170801027,2.6635244649467915,2
2.8028263183136195,3.517434386123158,0
6.681946667836979,5.54902035775682,1
3.182315235793213,1.1432860015511102,0
6.61970724274347,5.338215245158142,1
5.9738442015247255,1.0962345162739053,2
6.008186448815669,6.767416660868165,1
7.571780106333112,2.2318198855171305,2
1.0430347007354634,1.3434541453186317,0
6.548841167998751,2.0384679573291056,2
6.037584475011793,2.4503753893524567,2
4.506187845926601,6.4761256203495305,1
4.991292836531963,6.248726052478403,1
0.8171824077060581,2.2079062353987386,0
6.369682779410617,5.38612194968956,1
5.588906466130645,2.2969166986970473,2
7.404272673954564,2.434688153903948,2
1.6274161971437944,1.9787888996406264,0
7.09349941395562,1.8247195769529085,2
1.8126904344406556,2.3232406854516308,0
1.5186347102164826,0.7594692551470938,0
5.797945478885472,6.55211519336889,1
1.0792051380621577,1.2075709398954493,0
2.657522003500179,2.661746599228819,0
5.100286326529704,1.9598095124406905,2
5.170203076538835,1.784100051765303,2
4.956424399596117,0.022684399898168506,2
1.1538312568352795,2.378873944508145,0
5.365701734190124,1.670498427102026,2
2.5907732639963283,2.1819679476833036,0
2.137094624951976,3.0457142034259426,0
6.403989823184366,6.195973256886978,1
6.67968167761682,7.465167012683483,1
1.4839041963159005,1.3970110685140082,0
5.2114191629315645,2.934225649327846,2
6.507135217854409,5.8823540947982895,1
7.240921580418019,2.4007337500995045,2
5.47057082818529,6.3303451634205,1
1.7526300993190282,2.37906633672943,0
2.0887380717678927,3.7523645006479827,0
3.2184238851264206,1.3581781846227048,0
1.8193789596107715,1.2724900361642089,0
1.9713391687120387,1.9383186324687167,0
4.438329760381999,6.120315029180966,1
7.302892436457034,1.311669307772838,2
3.0849920228566585,2.330224741549199,0
2.157488988695299,1.0153085468528358,0
6.871160477573893,5.028649109769814,1
0.4693758042737617,3.9705936899882293,0
6.777256760763485,2.4564789348745277,2
5.557080555722254,2.3155617139026377,2
4.784504027236789,5.984787033677849,1
4.851310279056449,6.39839863299636,1
5.501840384143525,5.538477075470078,1
2.265010745122851,1.046957202237881,0
6.57403380463677,1.0311870401900345,2
5.039762874355379,5.6231693555053415,1
7.64859833990559,0.6644757751029025,2
0.8602014510292346,0.8785191497661753,0
6.3072523591514456,2.6685536896521134,2
6.265851209583674,1.5385829355453338,2
6.607175376394614,6.016803073306208,1
2.004090765313969,2.0465669747568,0
1.759117043528569,2.1477070868258434,0
1.4584623997552328,1.4559802227372072,0
2.2088442177439114,2.1229800847564224,0
1.6244204912520384,2.2060403125782115,0
1.7378702827217853,1.0034089770304095,0
6.764113856400991,1.8754582116863365,2
2.1670908760038046,1.3733973661310102,0
1.8126773002213312,1.8709714306671927,0
0.8701570389317668,2.6015464261494192,0
5.611709161736718,6.2593330819907536,1
5.949856722181463,2.06927182997832,2
7.3497133080580515,2.6642686532353963,2
4.893760215228531,2.3018403944358816,2
7.268813452916282,4.300883420552155,1
1.8893885590630524,1.6634837417877129,0
2.285690057209397,1.314273954866974,0
4.724457872964506,2.740942038025313,2
